id,Notes
1,"<tc> → Hán Việt Tự Điển của Thiều Chửu 
<tvc> → Hán Việt Tự Điển của Trần Văn Chánh
<tttđ>  → (Hán Việt) Thiền Tông Từ Điển của Thích Thông Thiền 
<bktt> → Trung Hoa Phật Giáo Bách Khoa Toàn Thư 中華佛教百科全書 
<cm> → Digital Dictionary of Buddhism của Charles Muller 
<đpb> → Phật Học Đại Từ Điển 佛學大辭典 của Đinh Phúc Bảo 丁福保 
<nđhn> → Ngũ Đăng Hội Nguyên 五燈會元 
<pqđtđ> → Phật Quang Đại Từ Điển 佛光大詞典 
<pttđ> → Pháp Tướng Từ Điển 法相詞典 (朱芾煌編) 
<tqbkttpgt> → Trung Quốc Bách Khoa Toàn Thư—Phật Giáo Thiên 中國百科全書—佛教篇
<ttps> → Tam Tạng Pháp Số 三藏法數"
